PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Transported
0.7480749565025342,0.15520978823677176,1.1088129065993184,0.772344933123755,0.4294798618611627,-0.07831591352912058,0.18921079113685318,-0.790410581233405,0
0.0821342058367617,0.2561321830021792,0.4863193117859937,0.3845587408242444,-0.35469642754395275,0.4272757968221309,0.3252729977574366,0.6451699046821683,1
4.7075575885252,-0.04902834572444144,-0.856356170173447,-1.0289264301494492,1.5817767940745628,3.974956494073399,0.8049743835869283,0.6154025750858982,0
2.2627508190649883,0.049181491616240414,-0.3971952047128044,0.359105681735347,0.09421557236165164,2.011728769128488,0.7511786005261937,0.6559404487205781,0
-0.07744704828990508,0.10253280045685989,0.34189484163017014,0.4133867897469471,-0.9433208011882667,0.5564335184262719,0.2698197552740841,0.6592256732969181,1
0.5514467374523456,0.0604706240104792,0.7136290424421301,0.35409962210190415,0.8443484301420419,0.022024315607432975,0.017197837969615246,-0.7875511446872271,1
0.3681908672582082,0.4230730515616182,0.4570649609174668,0.3609925587210444,-0.3137399962390483,0.10779210577835256,-0.6531906148420968,0.6063157481162176,1
-0.1385858406055513,0.6903586521324244,0.9144292460185238,0.7358045188481227,-0.09064865759045256,0.1164101999903344,0.17193839239634726,0.6317561028798906,1
0.4239613761453707,0.20654775155144495,0.6079266420905118,0.40329562034377164,0.293983108236616,0.1167958768720048,-0.196205418942355,0.6163845979222002,1
0.1972975876564534,0.9226616200506698,0.8722924810642224,0.9959202217403499,-1.0042408201876039,0.2537923237179614,0.169225884223998,-0.765010732401634,1
0.5550594563262496,0.406758945956032,1.1694631007122789,0.8803683650711157,0.19545373500346364,-0.006131660693274052,0.20801084910582415,-0.7871846182774276,1
3.2924021577299034,0.1253410592932696,-0.33052131694365766,0.6140412910636174,0.17067854969535973,-0.06097532328987279,-3.4525323330951365,-0.8817870463333572,1
0.24977494080599566,-1.1316375222577326,-0.1445662605234317,1.660273534396237,-0.06457206512484298,-0.1611537272139409,0.12909732449808864,-0.7436008022475618,1
0.4527983678457672,-0.6858999079074035,1.3659267808119344,0.1572203438201548,0.5699618495676807,-0.16883473566310286,0.13595534614638996,0.6450281030855061,0
0.22050558759544062,0.3298203325360467,0.4747537805671547,0.41109866926545574,-0.14943047906859536,0.04527702725514191,-0.3174605927756344,-0.7951293926603638,1
0.1816223659868883,-0.49581491153497276,0.13473765496894913,1.576874432851267,-0.10109613785385346,0.010444709827648415,0.1354930775395811,-0.05252933578765199,0
0.26047094142940785,-1.1721064702704456,1.3615077659590873,-0.26164530252079804,-1.0218173552768648,0.032418700822189964,0.02489854574987319,-0.7491523764090203,0
0.15987100599903112,0.5282992134273405,0.39183826694809293,0.4460993842653183,-0.4589452767881754,-0.2881490011899332,0.3639666232193375,-0.7467168190304406,0
0.38012085173467786,-0.157769046892531,1.1684229604416707,0.5888364058216716,0.9074597930010269,-0.18748842650768616,0.18337290791841307,-0.806176907576141,1
-0.7326056983687412,1.0894009440873986,0.2728957921751103,0.7140737358884762,-1.7818101437868168,0.4387195382778819,0.19868606617082527,-0.7619133435710334,1
-0.03313364213404101,0.3071510570955236,0.41759394754958196,0.19860776347463996,-1.2965340749540455,-0.18899125862319346,0.3656712681126314,-0.7269571339301014,0
